MEDIUM_MEDIENINHABER,medium,RECHTSTRÄGER,LEERMELDUNG,QUARTAL,bekanntgabe_description,year,BEKANNTGABE,id,EURO
Bezirksrundschau Oberösterreich,Bezirksrundschau OÖ,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1153,50714.05
Der Standard,Der Standard,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1154,109285.75
ÖSTERREICH,Österreich,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1155,52566.18
PRO 7,Pro Sieben,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1156,48533.12
Ö3,ORF,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1157,46973.65
TELE,tele,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1158,46076.82
KRONE,Krone,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1159,45781.21
ORF 1,ORF,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1160,42797.5
Bezirksblätter Niederösterreich,Bezirksblätter,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1161,39255.23
Woche Steiermark,Woche Steiermark,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1162,35520.83
ATV,ATV,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1163,34535.54
HEUTE,Heute,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1164,32369.9
MADONNA,Madonna,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1165,29900.0
Google.at,Google,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1166,29883.77
bz-Wiener Bezirkszeitung,Wiener Bezirkszeitung,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1167,29568.9
Bezirksblätter Tirol,Bezirksblätter,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1168,29118.71
Presse-Koop Marken,Die Presse,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1169,25000.0
Mucha,Mucha,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1170,22500.0
KABEL 1,Kabel 1,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1171,19188.21
Kurier,Kurier,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1172,18757.98
Bezirksblätter Salzburg,Bezirksblätter,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1173,18741.55
Kärntner Woche,Kärntner Woche,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1174,18158.89
Salzburger Nachrichten,Salzburger Nachrichten,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1175,18114.32
BESTSELLER,Bestseller,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1176,17343.0
PULS 4,Puls 4,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1177,16197.0
TV MEDIA,TV-media,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1178,13773.54
Wirtschaftsblatt,Wirtschaftsblatt,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1179,13319.0
Medianet,Medianet,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1180,12800.0
AUSTRIA PLUS,AUSTRIA PLUS,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1181,12750.0
ORF.at,ORF,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1182,12227.49
Bezirksblätter Burgenland,Bezirksblätter,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1183,11935.42
GEWINN,Gewinn,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1184,11415.5
willhaben.at,www.willhaben.at,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1185,10004.89
facebook.com,Facebook,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1186,9808.9
Regal,Regal,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1187,9786.92
SAT 1,SAT 1,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1188,9649.2
CAFÉ PULS,Puls 4,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1189,9460.09
Regionalzeitungen Vorarlberg,Regionalzeitungen Vorarlberg,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1190,9395.1
WOMAN,Woman,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1191,9256.5
AUTO TOURING,auto touring,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1192,8389.5
24 STUNDEN FÜR  WIEN,24 Stunden für Wien,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1193,8075.0
FAIR WOHNEN,Fair Wohnen,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1194,7854.0
Goldbach Netzwerk,Goldbach Netzwerk,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1195,6432.65
SKY LINES,Sky Lines,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1196,6183.74
Ö.MONATSHEFTE,Ö.MONATSHEFTE,Österreichische Post Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1197,5950.0
Futurezone GmbH,Kurier,Österreichische Rundfunksender GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1198,5500.0
Österreich,Österreich,Österreichischer Integrationsfonds,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1199,7142.86
Abgeltung gemäß § 31 Abs. 11 ORF-G,ORF,Österreichischer Rundfunk,0,20123,Förderungen,2012,31,1200,7500000.0
Programmentgelt gemäß § 31 Abs. 1 ORF-G,ORF,Österreichischer Rundfunk,0,20123,Förderungen,2012,31,1201,145641000.0
Xpress,Xpress,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1202,14586.39
News,News,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1203,107146.25
M*Magazin,M* magazine,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1204,5400.0
Madonna,Madonna,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1205,13480.0
Kurier,Kurier,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1206,156374.1
Die Presse,Die Presse,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1207,7157.43
Profil,Profil,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1208,55509.16
skip,Skip,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1209,7500.0
Tele,tele,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1210,38960.0
the gap,The Gap,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1211,10100.0
Top-Gewinn,Top Gewinn,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1212,6192.0
Tv-Media,TV-media,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1213,90534.25
TZ Österreich,Österreich,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1214,245941.25
Vorarlberger Medienhaus,Vorarlberger Medienhaus,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1215,10794.0
Vormagazin,Vormagazin,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1216,6000.0
Wiener Bezirksblatt,Bezirksblätter,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1217,10750.0
Woman,Woman,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1218,83699.31
Der Standard,Der Standard,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1219,31338.7
derstandard.at,Der Standard,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1220,7000.0
Die Ganze Woche,Ganze Woche,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1221,6997.2
Die Presse,Die Presse,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1222,86757.0
Elite,Elite,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1223,12000.0
E-Media,E-Media,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1224,9003.79
Extradienst,ExtraDienst,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1225,23111.0
Falter,Falter,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1226,15479.39
First,First,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1227,11541.3
FM,FM,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1228,7000.0
Format,Format,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1229,48331.14
Gusto,Gusto,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1230,8655.97
Heute,Heute,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1231,131998.48
Horizont,Horizont,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1232,16471.0
Kleine Zeitung,Kleine Zeitung,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1233,5885.0
Bezirksblätter Burgenland Nord,Bezirksblätter,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1234,5614.0
Biber,Biber,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1235,5310.0
Kronen Zeitung,Krone,Österreichischer Rundfunk,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1236,172971.35
invent,invent,Österreichisches Patentamt,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1237,23500.0
Antenne Steiermark,Antenne Steiermark,Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1238,7764.54
ORF Oberösterreich,ORF,Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1239,8962.94
ORF Salzburg,ORF,Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1240,10872.78
Antenne Salzburg,Antenne Salzburg,Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1241,5775.0
ORF Steiermark,ORF,Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1242,17629.63
Grazetta,Grazetta,PW Stromversorgungsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1243,6000.0
Kleine Zeitung,Kleine Zeitung,PW Stromversorgungsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1244,5600.0
HANDELSBLATT,Handelsblatt,Rail Cargo Austria Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1245,5336.1
PRESSE,Die Presse,Rail Cargo Austria Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1246,10586.91
KURIER,Kurier,Rail Cargo Austria Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1247,7646.94
KRONE,Krone,Rail Tours Touristik Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1248,18973.81
Infoscreen,Infoscreen,Rail Tours Touristik Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1249,6468.25
Universum-Magazin,Universum Magazin,"Rat für Forschung und Technologieentwicklung ""FTE-Rat""",0,20123,Werbeaufträge und Medienkooperationen,2012,2,1250,7740.0
FORMAT,Format,"Rat für Forschung und Technologieentwicklung ""FTE-Rat""",0,20123,Werbeaufträge und Medienkooperationen,2012,2,1251,13650.0
Die Presse,Die Presse,Rechtsanwaltskammer Wien,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1252,7725.0
ORF Steiermark,ORF,regionale - Organisations GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1253,30523.5
Ankünder GmbH,Ankünder GmbH,regionale - Organisations GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1254,32500.0
Kleine Zeitung,Kleine Zeitung,regionale - Organisations GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1255,35000.0
Schau TV,Schau TV,Regionalmanagement Burgenland Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1256,18750.0
NÖN,Niederösterreichische Nachrichten,RIZ Niederösterreichs Gründeragentur Ges.m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,1257,6250.0
Dachverband für Kultur- und Medieninitiativen und Jugend - Proton - das freie Radio,Dachverband für Kultur- und Medieninitiativen und Jugend - Proton - das freie Radio,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1258,6000.0
Verein Medien- und Kommunikationszentrum nördl. NÖ,Verein Medien- und Kommunikationszentrum nördl. NÖ,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1259,6390.0
Verein Freier Rundfunk Salzburg,Verein Freier Rundfunk Salzburg,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1260,5985.0
4M Digital Media OG,4M Digital Media OG,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1261,27032.0
"Antenne ""Österreich"" und Medieninnovationen GmbH, Niederlassung Wien","Antenne ""Österreich"" und Medieninnovationen GmbH, Niederlassung Wien",Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1262,37396.0
AiNet Telekommunikations- Netzwerk Betriebs GmbH,AiNet Telekommunikations- Netzwerk Betriebs GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1263,15600.0
Antenne Kärnten Regionalradio GmbH & Co KG,Antenne Kärnten Regionalradio GmbH & Co KG,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1264,76374.0
Antenne Steiermark Regionalradio GmbH & Co KG,Antenne Steiermark Regionalradio GmbH & Co KG,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1265,76644.0
Arabella Privatradio GmbH,Arabella,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1266,15598.0
ATV Aichfeld Film- und Videoproduktion GmbH,ATV,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1267,40190.0
ATV Privat TV GmbH & Co KG,ATV,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1268,331646.0
Außerferner Medien GmbH,Außerferner Medien GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1269,11476.0
Bezirks TV St. Veit Produktions- und Vertriebs Ges.m.b.H.,Bezirks TV St. Veit Produktions- und Vertriebs Ges.m.b.H.,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1270,10414.0
Christian Parzer,Christian Parzer,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1271,7492.0
Ennstaler Lokalradio GmbH.,Ennstaler Lokalradio GmbH.,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1272,11381.0
Entspannungsfunk Gesellschaft mbH,Entspannungsfunk Gesellschaft mbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1273,99925.0
gotv Fernseh-GmbH,GoTV,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1274,10019.0
HiT FM NÖ Süd Radiobetriebsges.m.b.H.,HiT FM NÖ Süd Radiobetriebsges.m.b.H.,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1275,6400.0
Kabel-TV Lampert GmbH & CoKG,Kabel-TV Lampert GmbH & CoKG,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1276,49345.0
Kabel-TV-Wien Programmveranstaltungs- und Marketing Ges.m.b.H.,Kabel-TV-Wien Programmveranstaltungs- und Marketing Ges.m.b.H.,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1277,132000.0
KRONEHIT Radio Betriebs GmbH,Krone,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1278,22497.0
KT1 Privatfernsehen GmbH,KT1 Privatfernsehen GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1279,49000.0
Life Radio GmbH & Co.KG,Life Radio,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1280,86374.0
Livetunes Network GmbH,Livetunes Network GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1281,33441.0
Lokalradio Innsbruck GmbH,Lokalradio Innsbruck GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1282,40360.0
Mag. Horst Gründler,Mag. Horst Gründler,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1283,27043.0
Medienprojektverein Steiermark,Medienprojektverein Steiermark,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1284,33691.0
MEMA Medien- Marketing GmbH,MEMA TV (MEMA Medien Marketing GmbH),Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1285,52800.0
Montafonerbahn Aktiengesellschaft,Montafonerbahn Aktiengesellschaft,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1286,20000.0
Mur-Mürztal Radiobetriebs GmbH,Mur-Mürztal Radiobetriebs GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1287,8066.0
Mur-Mürztal Regionalfernseh GmbH,Mur-Mürztal Radiobetriebs GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1288,20000.0
N & C Privatradiobetriebs GmbH,N & C Privatradiobetriebs GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1289,48238.0
N1 Niederösterreich TV Fernsehgesellschaft m.b.H,N1 Niederösterreich TV Fernsehgesellschaft m.b.H,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1290,45000.0
P3-Kabel-news GmbH,P3-Kabel-news GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1291,18353.0
"Philipp Wiatschka, EPU","Philipp Wiatschka, EPU",Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1292,45000.0
PIWImedia GmbH & Co KG,PIWImedia GmbH & Co KG,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1293,29184.0
Privatradio Arabella GmbH & Co KG,Arabella,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1294,13600.0
Privatradio Burgenland GmbH,Privatradio Burgenland GmbH,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1295,5860.0
Privatradio Mostviertel GmbH & Co KG,Privatradio Mostviertel GmbH & Co KG,Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH),0,20123,Förderungen,2012,4,1296,26809.0
